;name;city;bezirk;street_nr;lat;lng;types;business_status;price_level;rating;user_ratings_total
ChIJ___Pb49HqEcRFc95jwo20QY;BUTTERFLYPUNK GBR;Berlin;Bezirk Treptow-Köpenick;Kablower Weg 89;52.4034939;13.5855135;['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment'];CLOSED_TEMPORARILY;;;0
ChIJZ31Zt_pQqEcRbVoRbTbIh_Q;Weinkeller Berlin, Mövenpick Wein Deutschland GmbH & Co. KG;Berlin;Bezirk Charlottenburg-Wilmersdorf;Lietzenburger Straße 93-95;52.4996032;13.3202336;['liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.2;22
ChIJOdy7wxZQqEcRSsNqnsiiLNg;Mövenpick Wein GmbH;Berlin;Bezirk Tempelhof-Schöneberg;Wilhelm-Kabus-Straße 1-5;52.4842843;13.3684299;['liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;;0
ChIJL0EhkPBQqEcRjIToWIYqE5g;Weyers Restaurant;Berlin;Bezirk Charlottenburg-Wilmersdorf;Pariser Straße 16;52.49744680000001;13.3230059;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;858
ChIJY5Xdsf5QqEcRd1E2widw50E;Hard Rock Cafe;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 224;52.5030902;13.3294058;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;13003
ChIJldsmXZpRqEcR6-BsKUy8jdY;Taormina;Berlin;Bezirk Charlottenburg-Wilmersdorf;Forckenbeckstraße 9-13;52.4799375;13.3061803;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.2;18
ChIJNexdPvpQqEcRRz89YAP5XSI;Pavement Luxury Lounge;Berlin;Bezirk Charlottenburg-Wilmersdorf;Uhlandstraße 161;52.499246;13.324978;['bar', 'night_club', 'cafe', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;;4.2;20
ChIJSafWF_pQqEcRYsCeNH2TwXg;Pavement - Jassin Sikder (/ );Berlin;Bezirk Charlottenburg-Wilmersdorf;Uhlandstraße 161;52.4992292;13.325108;['night_club', 'bar', 'point_of_interest', 'establishment'];OPERATIONAL;;1;1
ChIJS7EI6E5QqEcRCTSd9OLpWOM;Berio;Berlin;Bezirk Tempelhof-Schöneberg;Maaßenstraße 7;52.4979745;13.3546004;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.1;1195
ChIJFb94LlFQqEcRXnI78AM-P3s;Trattoria a muntagnola;Berlin;Bezirk Tempelhof-Schöneberg;Fuggerstraße 27;52.4988264;13.3440968;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;804
ChIJVVVVlVBQqEcRjCE7DReVfcg;Rüdiger's Berlin;Berlin;Bezirk Tempelhof-Schöneberg;Motzstraße 63;52.49478089999999;13.3393524;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;201
ChIJg4r87E5QqEcRVGvcLCUblA0;Impala Coffeeshop;Berlin;Bezirk Tempelhof-Schöneberg;Maaßenstraße 5;52.4984548;13.3544488;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;654
ChIJjVZhdv9RqEcRuDJvMuikn_c;Impala Coffee;Berlin;Bezirk Pankow;Schönhauser Allee 173;52.5325428;13.4121728;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.4;777
ChIJ6ZlORedQqEcRIToRJViRh0g;Impala Coffee;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wilmersdorfer Straße 67;52.5046783;13.3069909;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.4;502
ChIJJTOlHEFQqEcRxlP3yHiDzgU;Impala Coffee;Berlin;Bezirk Tempelhof-Schöneberg;Akazienstraße 26;52.48706790000001;13.3548671;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.4;214
ChIJJa-e1VZQqEcRonVFHbZQmjk;Feinberg’s;Berlin;Bezirk Tempelhof-Schöneberg;Fuggerstraße 35;52.49910130000001;13.3418082;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;1545
ChIJh40WX1xQqEcRt46Zkis4lFU;Pho 12;Berlin;Bezirk Tempelhof-Schöneberg;Bayerischer Platz 12;52.4891991;13.3406338;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;215
ChIJX4clYiZRqEcRedS_C1JeS0Y;The Hummus Guys;Berlin;Bezirk Tempelhof-Schöneberg;Hohenstaufenstraße 39;52.49418989999999;13.3376208;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.9;22
ChIJDebmGU9QqEcRN_wF9NLo1es;Schöne Burger;Berlin;Bezirk Tempelhof-Schöneberg;Goltzstraße 24;52.4966805;13.3536971;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;431
ChIJdVAoHE9QqEcRT1azafbAFiI;papaya am winterfeldtplatz;Berlin;Bezirk Tempelhof-Schöneberg;Winterfeldtstraße 42;52.4971859;13.3540337;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.2;347
ChIJxSU_Ak9QqEcRIltAKjo_LIg;KiezEis;Berlin;Bezirk Tempelhof-Schöneberg;Winterfeldtstraße 46;52.49717529999999;13.353339;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.9;174
ChIJOwX4nEZQqEcRNZqMdesNSII;Salut! Classic bar;Berlin;Bezirk Tempelhof-Schöneberg;Goltzstraße 7;52.4911012;13.3534908;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.6;527
ChIJUy25o0ZQqEcRiLCBXJjFdaw;Tee Tea Thé Stammhaus -Ronnefeldt Markenpartner-;Berlin;Bezirk Tempelhof-Schöneberg;Goltzstraße 2;52.4903058;13.3534292;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.6;270
ChIJT8ZrzVxZqEcR4L_Db1vpgSc;Tee Tea Thé am Mexikoplatz -Ronnefeldt Markenpartner-;Berlin;Bezirk Steglitz-Zehlendorf;Limastraße 2;52.43820669999999;13.2314616;['food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;;0
ChIJ6cOiKEVQqEcRF936vU3vg18;Trattoria Belmonte;Berlin;Bezirk Tempelhof-Schöneberg;Schwäbische Straße 5;52.4929;13.34748;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;208
ChIJjaJFgERQqEcRquV8dsnN1y4;Café Frau Bäckerin;Berlin;Bezirk Tempelhof-Schöneberg;Eisenacher Straße 40;52.489891;13.348769;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.4;106
ChIJj8qHRU1QqEcRGcrEU3aTRis;Lochner Weinwirtschaft;Berlin;Bezirk Tempelhof-Schöneberg;Eisenacher Straße 86;52.490256;13.3493329;['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.6;153
ChIJmUfAIURQqEcRDIOKVm7Xtz4;Mamsell;Berlin;Bezirk Tempelhof-Schöneberg;Goltzstraße 48;52.49073199999999;13.3530514;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;54
ChIJI46k0TlQqEcRm3thqKyx6Pw;E. & M. Leydicke;Berlin;Bezirk Tempelhof-Schöneberg;Mansteinstraße 4;52.4926082;13.3666136;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;167
ChIJI46k0TlQqEcR05GjKjZ4i2g;Café Manstein4;Berlin;Bezirk Tempelhof-Schöneberg;Mansteinstraße 4;52.4926968;13.3665738;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;98
ChIJhc1wAj1RqEcRVTU24Mx650U;Sumeru Solutions GmbH;Berlin;Bezirk Charlottenburg-Wilmersdorf;Quedlinburger Straße 14;52.52346;13.31136;['point_of_interest', 'establishment'];OPERATIONAL;;5;1
ChIJ_ZE_vUpQqEcR6W_kz0BCTuE;Maitre vite - Ihr Gourmetbäcker;Berlin;Mitte;Potsdamer Straße 71;52.5028368;13.3658345;['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;3.5;158
ChIJq9E7q1VQqEcR1Oq1th0uDKc;The Wilson's;Berlin;Bezirk Tempelhof-Schöneberg;Nürnberger Straße 65;52.50374799999999;13.340351;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;;4.2;112
ChIJK0mlwVNQqEcR3Dgp6RCiNOI;Espresso Bar + Deli;Berlin;Bezirk Tempelhof-Schöneberg;Keithstraße 5;52.50213919999999;13.3456829;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.8;205
ChIJmfT1vbNRqEcRP1DLIF13024;La Leva;Berlin;Bezirk Tempelhof-Schöneberg;Keithstraße 5;52.5020493;13.3456902;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJT9fbkKtRqEcR44YTL04xBb0;Das Stue – Bar;Berlin;Mitte;Drakestraße 1;52.50994;13.34584;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;44
ChIJGYTmkKtRqEcRWx2mn3U_McE;Das Stue;Berlin;Mitte;Drakestraße 1;52.5098925;13.3461252;['lodging', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;521
ChIJT9fbkKtRqEcRW7Qk4fSCuxY;Cinco by Paco Pérez;Berlin;Mitte;Drakestraße 1;52.50994;13.34584;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.3;58
ChIJCwDgj6tRqEcRillbC5z82Gs;Tesla Destination Charger;Berlin;Mitte;Drakestraße 1;52.509837;13.346194;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJO2UEZVVQqEcRgEA4I_TbaAY;Jim Block Burgers;Berlin;Bezirk Charlottenburg-Wilmersdorf;Budapester Straße 38-50;52.5055098;13.3381957;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;1994
ChIJzY2-qI5XqEcREV12olagC24;Curry & mehr GmbH Atrium Berlin-Mitte;Berlin;Bezirk Spandau;Alt-Gatow 23;52.4875675;13.1824491;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3;1
ChIJjyeGYf9QqEcRxmk8gofnSu4;Curry Wolf - Currywurst am Ku'damm;Berlin;Bezirk Charlottenburg-Wilmersdorf;Rankestraße 36;52.50384999999999;13.335511;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.9;294
ChIJpcO8eVVQqEcRy-wiYvgzInE;Kartoffelkiste im Europa-Center;Berlin;Bezirk Charlottenburg-Wilmersdorf;Tauentzienstraße 9-12;52.50479499999999;13.337871;['restaurant', 'bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;1064
ChIJp57WBCZRqEcRQ3TvXAOKNFo;Le Piaf;Berlin;Bezirk Charlottenburg-Wilmersdorf;Schloßstraße 60;52.51674000000001;13.29715;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJdVD5hcRRqEcRtLpoXJzkZ60;Stullendealer;Berlin;Bezirk Tempelhof-Schöneberg;Bayreuther Straße 10;52.5003374;13.3427972;['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;17
ChIJB8tz_VNQqEcRooYgIoiHhOI;Dolores Wittenbergplatz;Berlin;Bezirk Tempelhof-Schöneberg;Bayreuther Straße 36;52.50126110000001;13.3437825;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;1967
ChIJv6dSCFRQqEcRz4P7D8-_VZo;Antica Roma Restaurant;Berlin;Bezirk Tempelhof-Schöneberg;Wittenbergplatz 5;52.50275550000001;13.3432935;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;1032
ChIJq_swYHRRqEcRC2FML8JuUR4;Miu Sushi Schöneberg Berlin;Berlin;Bezirk Tempelhof-Schöneberg;Eisenacher Straße 80;52.4888981;13.3493965;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.2;72
ChIJL_Fv40BQqEcRvIZ5IbwYQWs;Jörn Hahn;Berlin;Bezirk Tempelhof-Schöneberg;Akazienstraße 5;52.4870688;13.3557138;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJKSyqAkFQqEcRA5IS5v7gSe8;Mogul Restaurant - Indische Spezialitäten in Berlin Schöneberg;Berlin;Bezirk Tempelhof-Schöneberg;Akazienstraße 5;52.48706120000001;13.3552682;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;270
ChIJD6AUe0FQqEcReUr1EfmIZcw;Renger-Patzsch;Berlin;Bezirk Tempelhof-Schöneberg;Wartburgstraße 54;52.4874023;13.3522433;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;209
ChIJEWpVkEFQqEcRTUU3LT_FSgg;Foodclub Schöneberg;Berlin;Bezirk Tempelhof-Schöneberg;Eisenacher Straße 66-67;52.4857707;13.3517969;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;23
ChIJJXQxSUFQqEcRCXrPkzlxmj4;Der Rioja-Weinspezialist;Berlin;Bezirk Tempelhof-Schöneberg;Akazienstraße 13;52.48879090000001;13.3538003;['liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.7;23
ChIJV2hCh0JQqEcRSbgYwn3uQrA;Taverna Kos;Berlin;Bezirk Tempelhof-Schöneberg;Belziger Straße 68;52.48514040000001;13.3465998;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;319
ChIJxUxZtV1QqEcRJ4sJBsKdDvw;Robbengatter;Berlin;Bezirk Tempelhof-Schöneberg;Grunewaldstraße 55;52.4882226;13.3384091;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;1012
ChIJb4zEfjhQqEcROQqMWh6hX_o;Tuk Tuk;Berlin;Bezirk Tempelhof-Schöneberg;Großgörschenstraße 2;52.4911;13.36164;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;478
ChIJm86-BD9QqEcRhxJP2grRlpg;Caffeine Espresso GmbH;Berlin;Bezirk Tempelhof-Schöneberg;Kolonnenstraße 54;52.48612259999999;13.3617036;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.4;108
ChIJ0_0_-9JRqEcRdbtWjxhw51M;RefuEat - WE SPEAK FOOD!;Berlin;Bezirk Tempelhof-Schöneberg;Bautzener Straße 40;52.4920124;13.3711954;['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;130
ChIJg_jVFhZQqEcRhVN7RwXvpqM;NAUMANNKÜCHE;Bezirk Tempelhof-Schöneberg;Wilhelm-Kabus-Straße;36 Haus 10;52.4814336;13.3655482;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;93
ChIJYyFdT2ZRqEcRqpwWmj4CCo0;esswirtschaft;Berlin;Bezirk Tempelhof-Schöneberg;Wilhelm-Kabus-Straße 75;52.47834529999999;13.3653074;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.1;17
ChIJrRd29M9PqEcRxLf3tfr7NZ8;Domino's Pizza Berlin Kreuzberg Süd;Berlin;Bezirk Friedrichshain-Kreuzberg;Brachvogelstraße 1;52.49538;13.39804;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;2.9;133
ChIJqX9cqp8jZUERNBZEoOxeSGA;A.HORN;Berlin;Bezirk Friedrichshain-Kreuzberg;Carl-Herz-Ufer 9;52.4959095;13.4053896;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.2;918
ChIJoYf2NCpQqEcRjOYTi2dX20c;Split;Berlin;Bezirk Friedrichshain-Kreuzberg;Blücherplatz 2;52.49635;13.390308;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;735
ChIJGRR6GV1PqEcRqwlhbD5Qkyo;What a Treat Berlin - Mad about Breakfast;Berlin;Bezirk Friedrichshain-Kreuzberg;Gneisenaustraße 94;52.4920267;13.3936097;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;206
ChIJ651ttdNPqEcR4-hPi3ygHxg;Van Loon Restaurant Boat and Shipping Company;Berlin;Bezirk Friedrichshain-Kreuzberg;Carl-Herz-Ufer 5;52.4957825;13.4070366;['restaurant', 'cafe', 'travel_agency', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;1142
ChIJr677_tdPqEcRkL4Jdb8MwfM;Molinari & Ko;Berlin;Bezirk Friedrichshain-Kreuzberg;Riemannstraße 13;52.49035259999999;13.3921251;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;520
ChIJoWMZoR1OqEcR_ZCD-qZZGkA;BRLO GmbH;Berlin;Bezirk Friedrichshain-Kreuzberg;Schöneberger Straße 16;52.50000000000001;13.3736111;['point_of_interest', 'establishment'];OPERATIONAL;;4.1;229
ChIJU1qJezNQqEcRC6S-QH3btN4;BRLO Brwhouse;Berlin;Bezirk Friedrichshain-Kreuzberg;Schöneberger Straße 16;52.5000503;13.3736449;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;1458
ChIJ71QUNthPqEcRPpCjZkMAnhI;Brezel Berlin - BrezelBar - Catering & Lieferservice;Berlin;Bezirk Friedrichshain-Kreuzberg;Friesenstraße 2;52.4886667;13.3942475;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.5;309
ChIJJxFKRyZQqEcRK3PbIlYA-XQ;Dolden Mädel Braugasthaus Berlin;Berlin;Bezirk Friedrichshain-Kreuzberg;Mehringdamm 80;52.48943329999999;13.3858403;['restaurant', 'bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;2001
ChIJGQveM2lOqEcRnkrfTnjZanM;BGH Kreuzberg GmbH;Berlin;Bezirk Friedrichshain-Kreuzberg;Straßmannstraße 12;52.52145;13.4483;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJzYTOYMlPqEcRwI9Q_IBI1v0;Schönes Café;Berlin;Bezirk Friedrichshain-Kreuzberg;Dieffenbachstraße 54;52.492411;13.4179232;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.2;146
ChIJkV4EwMtPqEcRMVvQJHt7_ec;Café Datscha Kreuzberg;Berlin;Bezirk Friedrichshain-Kreuzberg;Graefestraße 83;52.49394539999999;13.4187373;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.4;1066
ChIJsd4z3M5PqEcRun-Zo1GDyUA;Herz & Niere Restaurant;Berlin;Bezirk Friedrichshain-Kreuzberg;Fichtestraße 31;52.490818;13.4135143;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_PERMANENTLY;;4.3;138
ChIJl6_14shPqEcRZgpoRfj60MI;Gasthaus Figl;Berlin;Bezirk Friedrichshain-Kreuzberg;Urbanstraße 47;52.49027779999999;13.4175;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;341
ChIJA2r4fs9PqEcRsKbTP918OAM;Brauhaus Südstern;Berlin;Bezirk Neukölln;Hasenheide 69;52.4884423;13.4104811;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;877
ChIJ0XiPCxxPqEcRlz6dYYtNzaU;Gnam Pasta Factory;Berlin;Bezirk Friedrichshain-Kreuzberg;Kottbusser Damm 6;52.4943342;13.4209838;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;222
ChIJ___vgMtPqEcRubSh5VwATmg;Plan Café - Plan C;Berlin;Bezirk Friedrichshain-Kreuzberg;Planufer 92B;52.49524030000001;13.4174882;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;151
ChIJ4SNKMMxPqEcRy9-Y809GOgc;Sala7;Berlin;Bezirk Friedrichshain-Kreuzberg;Grimmstraße 7;52.49382319999999;13.4137295;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;128
ChIJzdDT8S1OqEcRJa31nXPP6H8;Domino's Pizza Berlin Kreuzberg Nord;Berlin;Bezirk Friedrichshain-Kreuzberg;Oranienstraße 52;52.50329;13.4126199;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.4;142
ChIJNdtTjdNRqEcR-n4Xa0Y92G4;Nobelhart & Schmutzig;Berlin;Bezirk Friedrichshain-Kreuzberg;Friedrichstraße 218;52.5053369;13.3904178;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;4;3.7;619
ChIJ76KkCoxRqEcRklhSCLoSBug;NaNum Berlin - unser Treffpunkt;Berlin;Bezirk Friedrichshain-Kreuzberg;Lindenstraße 90;52.5025546;13.3941126;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;;4.9;185
ChIJpdyYVNFRqEcRFTrYsDXDrY4;Restaurant Tim Raue;Berlin;Bezirk Friedrichshain-Kreuzberg;Rudi-Dutschke-Straße 26;52.5068948;13.3914718;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;4;4.6;838
ChIJqy7zsi1OqEcR1ld8-nU8PGU;Parker Bowles;Berlin;Bezirk Friedrichshain-Kreuzberg;Prinzenstraße 85d;52.50299449999999;13.4098329;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;576
ChIJxycyzC1OqEcRxt40XrriE-g;Pacifico Buns & Burgers;Berlin;Bezirk Friedrichshain-Kreuzberg;Moritzplatz 85d;52.50301779999999;13.4100016;['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.7;392
ChIJYcSRcM5PqEcRu63qzIZw6Tg;DOOKIE Pizza Napoletana;Berlin;Bezirk Friedrichshain-Kreuzberg;Prinzenstraße 85d;52.5030452;13.4098502;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;36
ChIJs7WOip1PqEcRFIjgEu8WFeM;Zum Heiligen Teufel - Cucina Italiana;Berlin;Bezirk Friedrichshain-Kreuzberg;Lübbener Straße 23;52.4991204;13.4368175;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;68
ChIJY8CwLb1PqEcRsrmrfjLgD-k;IL PIZZAIOLO;Berlin;Bezirk Friedrichshain-Kreuzberg;Schlesische Straße 28;52.4984754;13.4471738;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;202
ChIJkUK660tOqEcRuCui4omy28c;Café Restaurant Jolesch;Berlin;Bezirk Friedrichshain-Kreuzberg;Muskauer Straße 1;52.5006166;13.4339065;['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.2;843
ChIJ1SX7P0pOqEcRvWQyUS3aGd0;Restaurant Panther | Restaurant mit Lieferdienst Kreuzberg;Berlin;Bezirk Friedrichshain-Kreuzberg;Waldemarstraße 119;52.5009131;13.4298783;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;293
ChIJlV40EExOqEcRw-LRQsb4aos;McDonald's;Berlin;Bezirk Friedrichshain-Kreuzberg;Wrangelstraße 35;52.5006965;13.4362423;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.5;1156
ChIJ7ToW0ktOqEcRkTfPfUpLiJQ;Restaurant RosaCaleta;Berlin;Bezirk Friedrichshain-Kreuzberg;Muskauer Straße 9;52.50130120000001;13.4324101;['restaurant', 'night_club', 'meal_delivery', 'bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;307
ChIJH8scoDROqEcRLoBhKN6FnWY;The Coffee Brothers;Berlin;Bezirk Friedrichshain-Kreuzberg;Skalitzer Straße 134;52.49929290000001;13.4193696;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;5;2
ChIJf66YoTROqEcRPsc0rNaPf3E;streetcoffee 36;Berlin;Bezirk Friedrichshain-Kreuzberg;Skalitzer Straße 132-133;52.49929179999999;13.4191747;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;25
ChIJM7oiqTNOqEcRdxavYjMyCM0;Tsukushiya;Berlin;Bezirk Friedrichshain-Kreuzberg;Dresdener Straße 16;52.5011915;13.4170473;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;250
ChIJkefnujNOqEcRhWUSkpCpFxE;Santa Maria;Berlin;Bezirk Friedrichshain-Kreuzberg;Oranienstraße 170;52.50155580000001;13.4178224;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;1785
ChIJ5xsyJUtOqEcRpYDjSvHEf-k;Tiki Heart Cafe;Berlin;Bezirk Friedrichshain-Kreuzberg;Wiener Straße 20;52.49751060000001;13.4309508;['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.4;362
ChIJDSV-58pPqEcRhlyCWYXDiy8;ZOLA;Berlin;Bezirk Friedrichshain-Kreuzberg;Paul-Lincke-Ufer 39-40;52.4961111;13.4222222;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;2496
ChIJeaQbNUpOqEcRF75kBlRUOEk;Cafe Morgenland;Berlin;Bezirk Friedrichshain-Kreuzberg;Skalitzer Straße 35;52.4988889;13.4255556;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.1;1056
ChIJ0c70wUpOqEcRUizUrY_mdm8;Chaparro Cocina Mexicana;Berlin;Bezirk Friedrichshain-Kreuzberg;Wiener Straße 14A;52.49819469999999;13.4290807;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4;515
ChIJ-8fl7MpPqEcRsHvXVp8w3WU;Spindler;Berlin;Bezirk Friedrichshain-Kreuzberg;Paul-Lincke-Ufer 42/43;52.4962974;13.4212406;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;950
ChIJ8zrp7MpPqEcRDenVxXNoe8Y;CHAN Thai Brasserie - Restaurant;Berlin;Bezirk Friedrichshain-Kreuzberg;Paul-Lincke-Ufer 42;52.4962835;13.4213064;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;3.9;472
ChIJIVn2JMtPqEcRiWCC-ynqqfM;Kaffeepur;Berlin;Bezirk Friedrichshain-Kreuzberg;Paul-Lincke-Ufer 44A;52.4964037;13.4206722;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;71
ChIJp1eUVbNPqEcReoQxg5fUiIo;Facciola;Berlin;Bezirk Friedrichshain-Kreuzberg;Forster Straße 5;52.4957432;13.4334482;['bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.8;272
